student_id,track_name,date_enrolled,date_completed,student_track_id,track_completed,days_for_completion,completion_bucket
6,"Data Scientist",2022-09-16,NULL,1,0,NULL,NULL
6,"Business Analyst",2022-09-16,NULL,2,0,NULL,NULL
20,"Data Analyst",2022-02-25,NULL,3,0,NULL,NULL
31,"Data Analyst",2022-04-02,NULL,4,0,NULL,NULL
209,"Data Scientist",2022-01-28,NULL,5,0,NULL,NULL
209,"Business Analyst",2022-06-02,NULL,6,0,NULL,NULL
221,"Data Analyst",2022-02-13,NULL,7,0,NULL,NULL
326,"Data Analyst",2022-03-29,NULL,8,0,NULL,NULL
353,"Data Analyst",2022-07-07,NULL,9,0,NULL,NULL
454,"Data Analyst",2022-02-03,NULL,10,0,NULL,NULL
492,"Data Scientist",2022-03-06,NULL,11,0,NULL,NULL
616,"Data Analyst",2022-04-03,NULL,12,0,NULL,NULL
702,"Data Scientist",2022-05-21,NULL,13,0,NULL,NULL
704,"Data Scientist",2022-08-11,NULL,14,0,NULL,NULL
768,"Business Analyst",2022-07-20,NULL,15,0,NULL,NULL
801,"Data Scientist",2022-01-16,NULL,16,0,NULL,NULL
801,"Data Analyst",2022-01-17,NULL,17,0,NULL,NULL
801,"Business Analyst",2022-01-17,NULL,18,0,NULL,NULL
813,"Data Analyst",2022-01-20,NULL,19,0,NULL,NULL
816,"Data Analyst",2022-01-04,NULL,20,0,NULL,NULL
872,"Data Analyst",2022-09-27,NULL,21,0,NULL,NULL
893,"Data Scientist",2022-07-20,NULL,22,0,NULL,NULL
897,"Data Scientist",2022-08-19,NULL,23,0,NULL,NULL
911,"Data Analyst",2022-03-22,NULL,24,0,NULL,NULL
1019,"Data Scientist",2022-03-27,NULL,25,0,NULL,NULL
1019,"Data Analyst",2022-03-05,NULL,26,0,NULL,NULL
1019,"Business Analyst",2022-05-11,NULL,27,0,NULL,NULL
1035,"Business Analyst",2022-01-10,NULL,28,0,NULL,NULL
1099,"Data Analyst",2022-01-27,NULL,29,0,NULL,NULL
1102,"Data Scientist",2022-01-16,NULL,30,0,NULL,NULL
1102,"Data Analyst",2022-01-16,NULL,31,0,NULL,NULL
1102,"Business Analyst",2022-01-16,NULL,32,0,NULL,NULL
1159,"Data Analyst",2022-06-01,NULL,33,0,NULL,NULL
1173,"Business Analyst",2022-09-11,NULL,34,0,NULL,NULL
1221,"Data Scientist",2022-03-23,NULL,35,0,NULL,NULL
1235,"Data Scientist",2022-03-15,NULL,36,0,NULL,NULL
1246,"Data Analyst",2022-05-16,NULL,37,0,NULL,NULL
1270,"Data Analyst",2022-09-12,NULL,38,0,NULL,NULL
1289,"Data Analyst",2022-07-12,NULL,39,0,NULL,NULL
1306,"Data Analyst",2022-10-09,NULL,40,0,NULL,NULL
1314,"Data Analyst",2022-06-24,NULL,41,0,NULL,NULL
1362,"Data Scientist",2022-10-16,NULL,42,0,NULL,NULL
1363,"Business Analyst",2022-04-16,NULL,43,0,NULL,NULL
1370,"Data Scientist",2022-08-15,NULL,44,0,NULL,NULL
1411,"Data Scientist",2022-02-14,NULL,45,0,NULL,NULL
1468,"Data Scientist",2022-09-14,NULL,46,0,NULL,NULL
1486,"Data Scientist",2022-02-06,NULL,47,0,NULL,NULL
1486,"Data Analyst",2022-09-04,NULL,48,0,NULL,NULL
1498,"Business Analyst",2022-04-03,NULL,49,0,NULL,NULL
1500,"Data Analyst",2022-07-20,NULL,50,0,NULL,NULL
1501,"Data Analyst",2022-08-23,NULL,51,0,NULL,NULL
1503,"Data Analyst",2022-04-01,NULL,52,0,NULL,NULL
1517,"Data Scientist",2022-01-22,NULL,53,0,NULL,NULL
1517,"Data Analyst",2022-01-20,NULL,54,0,NULL,NULL
1521,"Data Analyst",2022-04-05,2023-05-16,55,1,406,"366+ days"
1522,"Data Scientist",2022-04-27,NULL,56,0,NULL,NULL
1522,"Business Analyst",2022-04-27,NULL,57,0,NULL,NULL
1537,"Data Scientist",2022-02-14,NULL,58,0,NULL,NULL
1538,"Data Scientist",2022-08-23,NULL,59,0,NULL,NULL
1538,"Data Analyst",2022-08-22,NULL,60,0,NULL,NULL
1538,"Business Analyst",2022-08-23,NULL,61,0,NULL,NULL
1540,"Data Scientist",2022-01-14,NULL,62,0,NULL,NULL
1552,"Data Scientist",2022-03-15,NULL,63,0,NULL,NULL
1559,"Data Analyst",2022-02-01,NULL,64,0,NULL,NULL
1561,"Business Analyst",2022-08-07,NULL,65,0,NULL,NULL
1563,"Data Scientist",2022-06-26,NULL,66,0,NULL,NULL
1578,"Data Analyst",2022-01-12,NULL,67,0,NULL,NULL
1600,"Data Analyst",2022-03-07,NULL,68,0,NULL,NULL
1791,"Data Scientist",2022-07-28,NULL,69,0,NULL,NULL
1795,"Data Analyst",2022-01-03,NULL,70,0,NULL,NULL
1802,"Data Analyst",2022-06-27,NULL,71,0,NULL,NULL
1809,"Data Scientist",2022-09-27,NULL,72,0,NULL,NULL
1852,"Business Analyst",2022-04-15,NULL,73,0,NULL,NULL
1863,"Data Analyst",2022-02-14,NULL,74,0,NULL,NULL
1866,"Data Analyst",2022-03-16,NULL,75,0,NULL,NULL
1879,"Data Scientist",2022-05-09,NULL,76,0,NULL,NULL
1879,"Data Analyst",2022-05-09,NULL,77,0,NULL,NULL
1879,"Business Analyst",2022-05-09,NULL,78,0,NULL,NULL
1901,"Data Scientist",2022-07-15,NULL,79,0,NULL,NULL
1901,"Data Analyst",2022-10-08,NULL,80,0,NULL,NULL
1909,"Data Analyst",2022-08-24,NULL,81,0,NULL,NULL
1909,"Business Analyst",2022-07-14,NULL,82,0,NULL,NULL
1914,"Data Analyst",2022-03-26,NULL,83,0,NULL,NULL
1949,"Data Analyst",2022-08-11,NULL,84,0,NULL,NULL
1949,"Business Analyst",2022-08-15,NULL,85,0,NULL,NULL
1956,"Data Analyst",2022-06-02,NULL,86,0,NULL,NULL
2014,"Data Analyst",2022-04-20,NULL,87,0,NULL,NULL
2014,"Business Analyst",2022-04-20,NULL,88,0,NULL,NULL
2018,"Data Analyst",2022-06-02,NULL,89,0,NULL,NULL
2019,"Data Analyst",2022-01-18,NULL,90,0,NULL,NULL
2073,"Data Scientist",2022-01-01,NULL,91,0,NULL,NULL
2084,"Data Scientist",2022-06-26,NULL,92,0,NULL,NULL
2084,"Data Analyst",2022-06-26,NULL,93,0,NULL,NULL
2091,"Data Scientist",2022-09-09,NULL,94,0,NULL,NULL
2091,"Data Analyst",2022-06-12,NULL,95,0,NULL,NULL
2110,"Data Scientist",2022-09-26,NULL,96,0,NULL,NULL
2112,"Data Scientist",2022-01-17,NULL,97,0,NULL,NULL
2113,"Data Scientist",2022-09-13,NULL,98,0,NULL,NULL
2114,"Data Scientist",2022-01-16,NULL,99,0,NULL,NULL
2114,"Business Analyst",2022-01-16,NULL,100,0,NULL,NULL
2134,"Data Analyst",2022-06-24,NULL,101,0,NULL,NULL
2222,"Data Analyst",2022-03-04,NULL,102,0,NULL,NULL
2255,"Data Scientist",2022-01-24,NULL,103,0,NULL,NULL
2259,"Data Analyst",2022-09-20,NULL,104,0,NULL,NULL
2259,"Business Analyst",2022-09-20,NULL,105,0,NULL,NULL
2264,"Data Scientist",2022-04-30,NULL,106,0,NULL,NULL
2292,"Data Scientist",2022-01-09,NULL,107,0,NULL,NULL
2292,"Data Analyst",2022-05-19,NULL,108,0,NULL,NULL
2295,"Data Analyst",2022-05-24,NULL,109,0,NULL,NULL
2307,"Business Analyst",2022-01-23,NULL,110,0,NULL,NULL
2353,"Business Analyst",2022-06-30,NULL,111,0,NULL,NULL
2397,"Data Scientist",2022-09-02,NULL,112,0,NULL,NULL
2431,"Data Analyst",2022-05-24,NULL,113,0,NULL,NULL
2473,"Data Scientist",2022-08-13,NULL,114,0,NULL,NULL
2611,"Data Scientist",2022-08-11,NULL,115,0,NULL,NULL
2617,"Business Analyst",2022-01-29,NULL,116,0,NULL,NULL
2620,"Data Analyst",2022-04-24,NULL,117,0,NULL,NULL
2629,"Data Analyst",2022-04-05,NULL,118,0,NULL,NULL
2649,"Data Scientist",2022-07-03,NULL,119,0,NULL,NULL
2690,"Data Scientist",2022-09-08,NULL,120,0,NULL,NULL
2701,"Data Analyst",2022-07-16,NULL,121,0,NULL,NULL
2702,"Business Analyst",2022-05-07,NULL,122,0,NULL,NULL
2731,"Data Analyst",2022-01-12,NULL,123,0,NULL,NULL
2827,"Data Analyst",2022-01-27,NULL,124,0,NULL,NULL
2881,"Data Scientist",2022-06-10,NULL,125,0,NULL,NULL
2938,"Data Scientist",2022-03-09,NULL,126,0,NULL,NULL
2945,"Data Scientist",2022-02-16,NULL,127,0,NULL,NULL
2954,"Data Scientist",2022-03-06,NULL,128,0,NULL,NULL
2971,"Data Analyst",2022-06-19,NULL,129,0,NULL,NULL
3002,"Data Scientist",2022-01-07,NULL,130,0,NULL,NULL
3002,"Data Analyst",2022-01-07,NULL,131,0,NULL,NULL
3002,"Business Analyst",2022-01-07,NULL,132,0,NULL,NULL
3056,"Data Analyst",2022-04-03,NULL,133,0,NULL,NULL
3056,"Business Analyst",2022-04-03,NULL,134,0,NULL,NULL
3062,"Data Analyst",2022-01-31,NULL,135,0,NULL,NULL
3080,"Data Scientist",2022-08-06,NULL,136,0,NULL,NULL
3103,"Data Scientist",2022-06-22,NULL,137,0,NULL,NULL
3115,"Data Analyst",2022-02-18,NULL,138,0,NULL,NULL
3183,"Data Scientist",2022-02-17,NULL,139,0,NULL,NULL
3183,"Data Analyst",2022-01-26,NULL,140,0,NULL,NULL
3195,"Data Analyst",2022-01-12,NULL,141,0,NULL,NULL
3239,"Data Analyst",2022-03-11,NULL,142,0,NULL,NULL
3247,"Data Scientist",2022-04-26,NULL,143,0,NULL,NULL
3260,"Data Analyst",2022-10-02,NULL,144,0,NULL,NULL
3297,"Data Analyst",2022-07-31,NULL,145,0,NULL,NULL
3310,"Data Scientist",2022-10-04,NULL,146,0,NULL,NULL
3310,"Data Analyst",2022-10-04,NULL,147,0,NULL,NULL
3360,"Data Analyst",2022-07-18,NULL,148,0,NULL,NULL
3416,"Data Analyst",2022-02-22,NULL,149,0,NULL,NULL
3423,"Data Scientist",2022-03-27,NULL,150,0,NULL,NULL
3478,"Business Analyst",2022-09-04,NULL,151,0,NULL,NULL
3494,"Data Analyst",2022-09-07,NULL,152,0,NULL,NULL
3541,"Data Scientist",2022-06-25,NULL,153,0,NULL,NULL
3550,"Data Analyst",2022-02-08,NULL,154,0,NULL,NULL
3577,"Data Scientist",2022-05-14,2023-03-05,155,1,295,"91 to 365 days"
3643,"Data Scientist",2022-01-23,NULL,156,0,NULL,NULL
3749,"Data Analyst",2022-01-14,NULL,157,0,NULL,NULL
3751,"Data Scientist",2022-09-20,NULL,158,0,NULL,NULL
3817,"Data Analyst",2022-04-21,NULL,159,0,NULL,NULL
3817,"Business Analyst",2022-04-21,NULL,160,0,NULL,NULL
3824,"Business Analyst",2022-10-17,NULL,161,0,NULL,NULL
3830,"Data Scientist",2022-05-04,NULL,162,0,NULL,NULL
3852,"Data Analyst",2022-03-13,NULL,163,0,NULL,NULL
3856,"Data Analyst",2022-02-12,NULL,164,0,NULL,NULL
3862,"Data Analyst",2022-01-12,NULL,165,0,NULL,NULL
3875,"Data Scientist",2022-06-25,NULL,166,0,NULL,NULL
3887,"Data Analyst",2022-01-28,NULL,167,0,NULL,NULL
3938,"Data Analyst",2022-10-03,NULL,168,0,NULL,NULL
4011,"Data Scientist",2022-04-02,NULL,169,0,NULL,NULL
4059,"Data Scientist",2022-02-14,NULL,170,0,NULL,NULL
4078,"Data Scientist",2022-06-29,NULL,171,0,NULL,NULL
4107,"Data Analyst",2022-03-24,NULL,172,0,NULL,NULL
4141,"Data Analyst",2022-01-13,NULL,173,0,NULL,NULL
4141,"Business Analyst",2022-01-13,NULL,174,0,NULL,NULL
4194,"Data Analyst",2022-05-16,NULL,175,0,NULL,NULL
4205,"Data Analyst",2022-04-03,NULL,176,0,NULL,NULL
4232,"Business Analyst",2022-08-15,NULL,177,0,NULL,NULL
4242,"Data Scientist",2022-02-01,NULL,178,0,NULL,NULL
4242,"Data Analyst",2022-03-25,NULL,179,0,NULL,NULL
4242,"Business Analyst",2022-07-09,NULL,180,0,NULL,NULL
4266,"Data Analyst",2022-01-19,NULL,181,0,NULL,NULL
4266,"Business Analyst",2022-06-15,NULL,182,0,NULL,NULL
4336,"Data Scientist",2022-03-04,NULL,183,0,NULL,NULL
4371,"Data Scientist",2022-06-12,NULL,184,0,NULL,NULL
4392,"Data Analyst",2022-05-30,NULL,185,0,NULL,NULL
4404,"Business Analyst",2022-09-17,NULL,186,0,NULL,NULL
4408,"Data Analyst",2022-01-04,NULL,187,0,NULL,NULL
4408,"Business Analyst",2022-01-04,NULL,188,0,NULL,NULL
4430,"Data Analyst",2022-07-22,NULL,189,0,NULL,NULL
4441,"Business Analyst",2022-09-11,NULL,190,0,NULL,NULL
4514,"Data Analyst",2022-06-19,NULL,191,0,NULL,NULL
4558,"Data Scientist",2022-04-06,NULL,192,0,NULL,NULL
4558,"Data Analyst",2022-04-06,NULL,193,0,NULL,NULL
4558,"Business Analyst",2022-04-06,NULL,194,0,NULL,NULL
4658,"Data Scientist",2022-08-30,NULL,195,0,NULL,NULL
4691,"Data Analyst",2022-05-04,NULL,196,0,NULL,NULL
4691,"Business Analyst",2022-05-04,NULL,197,0,NULL,NULL
4696,"Data Scientist",2022-02-22,NULL,198,0,NULL,NULL
4763,"Data Analyst",2022-08-17,NULL,199,0,NULL,NULL
4874,"Data Analyst",2022-05-14,NULL,200,0,NULL,NULL
4874,"Business Analyst",2022-05-20,NULL,201,0,NULL,NULL
4884,"Data Analyst",2022-02-18,NULL,202,0,NULL,NULL
5016,"Data Analyst",2022-07-28,NULL,203,0,NULL,NULL
5080,"Data Analyst",2022-06-18,NULL,204,0,NULL,NULL
5142,"Data Scientist",2022-05-20,NULL,205,0,NULL,NULL
5221,"Data Analyst",2022-06-10,NULL,206,0,NULL,NULL
5253,"Data Scientist",2022-02-01,NULL,207,0,NULL,NULL
5334,"Data Scientist",2022-06-02,NULL,208,0,NULL,NULL
5389,"Data Scientist",2022-02-15,NULL,209,0,NULL,NULL
5583,"Data Scientist",2022-06-22,NULL,210,0,NULL,NULL
5583,"Data Analyst",2022-07-13,NULL,211,0,NULL,NULL
5691,"Data Analyst",2022-06-28,NULL,212,0,NULL,NULL
5827,"Data Scientist",2022-04-30,NULL,213,0,NULL,NULL
5827,"Data Analyst",2022-02-13,2022-04-30,214,1,76,"61 to 90 days"
5836,"Business Analyst",2022-01-15,NULL,215,0,NULL,NULL
5944,"Data Scientist",2022-06-02,NULL,216,0,NULL,NULL
5974,"Data Analyst",2022-01-03,2022-01-23,217,1,20,"8 to 30 days"
6011,"Data Scientist",2022-03-20,NULL,218,0,NULL,NULL
6053,"Data Analyst",2022-05-21,2022-12-15,219,1,208,"91 to 365 days"
6063,"Data Analyst",2022-01-23,NULL,220,0,NULL,NULL
6164,"Data Scientist",2022-09-19,NULL,221,0,NULL,NULL
6164,"Data Analyst",2022-05-30,NULL,222,0,NULL,NULL
6165,"Data Scientist",2022-06-05,NULL,223,0,NULL,NULL
6165,"Data Analyst",2022-06-05,NULL,224,0,NULL,NULL
6239,"Data Analyst",2022-08-09,NULL,225,0,NULL,NULL
6363,"Data Scientist",2022-01-24,NULL,226,0,NULL,NULL
6426,"Business Analyst",2022-02-24,NULL,227,0,NULL,NULL
6448,"Data Scientist",2022-06-20,NULL,228,0,NULL,NULL
6448,"Business Analyst",2022-03-06,NULL,229,0,NULL,NULL
6547,"Data Analyst",2022-02-07,NULL,230,0,NULL,NULL
6588,"Data Analyst",2022-03-01,NULL,231,0,NULL,NULL
6589,"Data Analyst",2022-03-20,NULL,232,0,NULL,NULL
6618,"Data Scientist",2022-03-17,NULL,233,0,NULL,NULL
6618,"Data Analyst",2022-03-02,NULL,234,0,NULL,NULL
6657,"Data Scientist",2022-06-19,NULL,235,0,NULL,NULL
6723,"Data Scientist",2022-07-20,NULL,236,0,NULL,NULL
6773,"Data Scientist",2022-06-11,NULL,237,0,NULL,NULL
6773,"Data Analyst",2022-09-21,NULL,238,0,NULL,NULL
6787,"Data Analyst",2022-01-15,NULL,239,0,NULL,NULL
6808,"Business Analyst",2022-10-19,NULL,240,0,NULL,NULL
6862,"Data Analyst",2022-03-03,NULL,241,0,NULL,NULL
6930,"Data Scientist",2022-01-04,NULL,242,0,NULL,NULL
6930,"Data Analyst",2022-01-04,NULL,243,0,NULL,NULL
6932,"Business Analyst",2022-03-30,NULL,244,0,NULL,NULL
6971,"Data Scientist",2022-08-15,NULL,245,0,NULL,NULL
7037,"Business Analyst",2022-04-14,NULL,246,0,NULL,NULL
7069,"Data Analyst",2022-01-19,NULL,247,0,NULL,NULL
7099,"Data Analyst",2022-08-08,NULL,248,0,NULL,NULL
7217,"Data Scientist",2022-06-29,NULL,249,0,NULL,NULL
7291,"Business Analyst",2022-03-08,NULL,250,0,NULL,NULL
7325,"Business Analyst",2022-01-19,NULL,251,0,NULL,NULL
7329,"Data Scientist",2022-01-27,NULL,252,0,NULL,NULL
7331,"Data Scientist",2022-01-15,NULL,253,0,NULL,NULL
7331,"Data Analyst",2022-07-20,NULL,254,0,NULL,NULL
7343,"Data Scientist",2022-01-23,NULL,255,0,NULL,NULL
7432,"Data Scientist",2022-02-16,NULL,256,0,NULL,NULL
7521,"Data Scientist",2022-04-08,NULL,257,0,NULL,NULL
7548,"Data Analyst",2022-04-15,NULL,258,0,NULL,NULL
7548,"Business Analyst",2022-04-15,NULL,259,0,NULL,NULL
7642,"Data Analyst",2022-01-19,NULL,260,0,NULL,NULL
7684,"Data Scientist",2022-02-16,NULL,261,0,NULL,NULL
7955,"Data Analyst",2022-05-27,NULL,262,0,NULL,NULL
7962,"Data Scientist",2022-10-10,NULL,263,0,NULL,NULL
7978,"Data Scientist",2022-07-23,NULL,264,0,NULL,NULL
7978,"Data Analyst",2022-07-23,NULL,265,0,NULL,NULL
7978,"Business Analyst",2022-07-23,NULL,266,0,NULL,NULL
7999,"Data Scientist",2022-01-04,NULL,267,0,NULL,NULL
8161,"Data Scientist",2022-09-20,NULL,268,0,NULL,NULL
8188,"Data Scientist",2022-05-18,NULL,269,0,NULL,NULL
8191,"Data Analyst",2022-07-11,NULL,270,0,NULL,NULL
8194,"Data Scientist",2022-06-07,NULL,271,0,NULL,NULL
8260,"Business Analyst",2022-01-05,NULL,272,0,NULL,NULL
8431,"Data Analyst",2022-02-15,NULL,273,0,NULL,NULL
8431,"Business Analyst",2022-05-02,NULL,274,0,NULL,NULL
8495,"Data Scientist",2022-04-10,NULL,275,0,NULL,NULL
8495,"Data Analyst",2022-04-09,NULL,276,0,NULL,NULL
8495,"Business Analyst",2022-01-10,NULL,277,0,NULL,NULL
8544,"Data Scientist",2022-06-25,NULL,278,0,NULL,NULL
8567,"Data Analyst",2022-09-07,NULL,279,0,NULL,NULL
8572,"Data Scientist",2022-07-27,NULL,280,0,NULL,NULL
8594,"Data Scientist",2022-01-25,NULL,281,0,NULL,NULL
8641,"Data Analyst",2022-06-25,NULL,282,0,NULL,NULL
9055,"Data Analyst",2022-08-05,NULL,283,0,NULL,NULL
9061,"Data Scientist",2022-08-22,NULL,284,0,NULL,NULL
9108,"Data Analyst",2022-04-23,NULL,285,0,NULL,NULL
9169,"Data Analyst",2022-09-21,NULL,286,0,NULL,NULL
9170,"Data Scientist",2022-09-27,NULL,287,0,NULL,NULL
9268,"Data Analyst",2022-06-19,NULL,288,0,NULL,NULL
9305,"Data Scientist",2022-09-22,NULL,289,0,NULL,NULL
9409,"Data Analyst",2022-01-17,NULL,290,0,NULL,NULL
9500,"Data Analyst",2022-03-08,NULL,291,0,NULL,NULL
9558,"Data Analyst",2022-01-06,NULL,292,0,NULL,NULL
9561,"Data Analyst",2022-02-10,NULL,293,0,NULL,NULL
9653,"Data Analyst",2022-02-09,NULL,294,0,NULL,NULL
9754,"Data Analyst",2022-03-20,NULL,295,0,NULL,NULL
9754,"Business Analyst",2022-01-08,NULL,296,0,NULL,NULL
9771,"Data Analyst",2022-03-21,NULL,297,0,NULL,NULL
9771,"Business Analyst",2022-05-20,NULL,298,0,NULL,NULL
9808,"Data Scientist",2022-05-26,NULL,299,0,NULL,NULL
10009,"Data Analyst",2022-02-24,NULL,300,0,NULL,NULL
10016,"Data Analyst",2022-08-15,NULL,301,0,NULL,NULL
10051,"Data Scientist",2022-06-05,NULL,302,0,NULL,NULL
10149,"Business Analyst",2022-08-11,NULL,303,0,NULL,NULL
10218,"Data Scientist",2022-06-23,NULL,304,0,NULL,NULL
10299,"Data Analyst",2022-03-31,NULL,305,0,NULL,NULL
10422,"Data Analyst",2022-02-14,NULL,306,0,NULL,NULL
10549,"Data Analyst",2022-01-17,2023-05-14,307,1,482,"366+ days"
10631,"Data Analyst",2022-09-24,NULL,308,0,NULL,NULL
10790,"Data Analyst",2022-03-12,NULL,309,0,NULL,NULL
10827,"Data Scientist",2022-09-08,NULL,310,0,NULL,NULL
10966,"Data Analyst",2022-03-25,NULL,311,0,NULL,NULL
11002,"Data Analyst",2022-08-04,NULL,312,0,NULL,NULL
11119,"Data Analyst",2022-04-28,NULL,313,0,NULL,NULL
11209,"Data Analyst",2022-06-29,NULL,314,0,NULL,NULL
11215,"Data Analyst",2022-05-16,NULL,315,0,NULL,NULL
11250,"Data Scientist",2022-04-03,NULL,316,0,NULL,NULL
11250,"Data Analyst",2022-04-03,NULL,317,0,NULL,NULL
11250,"Business Analyst",2022-04-03,NULL,318,0,NULL,NULL
11357,"Data Scientist",2022-03-20,NULL,319,0,NULL,NULL
11361,"Data Scientist",2022-03-29,NULL,320,0,NULL,NULL
11418,"Data Scientist",2022-08-04,NULL,321,0,NULL,NULL
11418,"Data Analyst",2022-08-04,NULL,322,0,NULL,NULL
11599,"Data Analyst",2022-01-10,NULL,323,0,NULL,NULL
11630,"Data Analyst",2022-01-16,NULL,324,0,NULL,NULL
11711,"Data Analyst",2022-04-24,NULL,325,0,NULL,NULL
11888,"Data Scientist",2022-01-06,NULL,326,0,NULL,NULL
11990,"Data Scientist",2022-04-20,NULL,327,0,NULL,NULL
11990,"Data Analyst",2022-04-20,NULL,328,0,NULL,NULL
11990,"Business Analyst",2022-04-20,NULL,329,0,NULL,NULL
12234,"Data Analyst",2022-02-15,NULL,330,0,NULL,NULL
12270,"Data Analyst",2022-03-21,NULL,331,0,NULL,NULL
12279,"Data Scientist",2022-06-05,NULL,332,0,NULL,NULL
12279,"Data Analyst",2022-06-05,NULL,333,0,NULL,NULL
12279,"Business Analyst",2022-08-31,NULL,334,0,NULL,NULL
12488,"Data Analyst",2022-08-26,NULL,335,0,NULL,NULL
12491,"Data Scientist",2022-01-20,NULL,336,0,NULL,NULL
12496,"Data Analyst",2022-07-29,NULL,337,0,NULL,NULL
12532,"Business Analyst",2022-03-07,NULL,338,0,NULL,NULL
12598,"Data Scientist",2022-08-03,NULL,339,0,NULL,NULL
12623,"Data Analyst",2022-01-19,2022-07-06,340,1,168,"91 to 365 days"
12786,"Data Analyst",2022-03-31,NULL,341,0,NULL,NULL
12816,"Business Analyst",2022-03-31,NULL,342,0,NULL,NULL
12897,"Data Analyst",2022-03-27,NULL,343,0,NULL,NULL
13073,"Business Analyst",2022-10-06,NULL,344,0,NULL,NULL
13114,"Data Scientist",2022-06-15,NULL,345,0,NULL,NULL
13180,"Data Analyst",2022-05-24,NULL,346,0,NULL,NULL
13182,"Data Analyst",2022-01-26,NULL,347,0,NULL,NULL
13296,"Data Scientist",2022-05-09,NULL,348,0,NULL,NULL
13538,"Data Analyst",2022-01-07,NULL,349,0,NULL,NULL
13595,"Data Analyst",2022-01-18,NULL,350,0,NULL,NULL
13595,"Business Analyst",2022-01-18,NULL,351,0,NULL,NULL
13621,"Data Analyst",2022-08-09,NULL,352,0,NULL,NULL
13656,"Data Scientist",2022-04-08,NULL,353,0,NULL,NULL
13832,"Data Analyst",2022-03-06,NULL,354,0,NULL,NULL
13973,"Data Scientist",2022-06-15,NULL,355,0,NULL,NULL
14000,"Data Analyst",2022-08-15,NULL,356,0,NULL,NULL
14010,"Data Analyst",2022-02-05,NULL,357,0,NULL,NULL
14091,"Data Analyst",2022-04-28,NULL,358,0,NULL,NULL
14216,"Business Analyst",2022-06-18,NULL,359,0,NULL,NULL
14299,"Data Analyst",2022-02-19,NULL,360,0,NULL,NULL
14344,"Data Scientist",2022-05-30,NULL,361,0,NULL,NULL
14357,"Data Scientist",2022-09-20,NULL,362,0,NULL,NULL
14383,"Data Scientist",2022-01-27,NULL,363,0,NULL,NULL
14383,"Business Analyst",2022-05-18,NULL,364,0,NULL,NULL
14700,"Data Analyst",2022-05-05,NULL,365,0,NULL,NULL
14700,"Business Analyst",2022-05-05,NULL,366,0,NULL,NULL
14702,"Data Scientist",2022-01-24,NULL,367,0,NULL,NULL
14703,"Data Scientist",2022-09-19,NULL,368,0,NULL,NULL
14975,"Data Scientist",2022-03-09,NULL,369,0,NULL,NULL
14987,"Data Analyst",2022-03-18,NULL,370,0,NULL,NULL
15150,"Data Analyst",2022-04-20,NULL,371,0,NULL,NULL
15328,"Data Scientist",2022-01-06,NULL,372,0,NULL,NULL
15328,"Business Analyst",2022-01-06,NULL,373,0,NULL,NULL
15415,"Data Analyst",2022-01-02,NULL,374,0,NULL,NULL
15415,"Business Analyst",2022-01-02,NULL,375,0,NULL,NULL
15473,"Data Scientist",2022-02-14,NULL,376,0,NULL,NULL
15473,"Business Analyst",2022-02-23,NULL,377,0,NULL,NULL
15478,"Data Scientist",2022-08-14,NULL,378,0,NULL,NULL
15708,"Data Scientist",2022-07-24,NULL,379,0,NULL,NULL
15743,"Data Analyst",2022-04-25,NULL,380,0,NULL,NULL
15837,"Data Analyst",2022-09-20,NULL,381,0,NULL,NULL
16158,"Data Analyst",2022-06-06,NULL,382,0,NULL,NULL
16647,"Data Scientist",2022-10-15,NULL,383,0,NULL,NULL
16647,"Data Analyst",2022-10-15,NULL,384,0,NULL,NULL
16668,"Data Scientist",2022-10-16,NULL,385,0,NULL,NULL
16668,"Business Analyst",2022-10-16,NULL,386,0,NULL,NULL
16796,"Data Scientist",2022-05-26,NULL,387,0,NULL,NULL
16796,"Data Analyst",2022-05-29,NULL,388,0,NULL,NULL
16915,"Data Scientist",2022-03-23,NULL,389,0,NULL,NULL
17073,"Data Scientist",2022-09-15,NULL,390,0,NULL,NULL
17175,"Data Scientist",2022-07-08,NULL,391,0,NULL,NULL
17342,"Data Scientist",2022-03-27,NULL,392,0,NULL,NULL
17342,"Data Analyst",2022-04-15,NULL,393,0,NULL,NULL
17358,"Business Analyst",2022-08-21,NULL,394,0,NULL,NULL
17419,"Data Analyst",2022-05-31,2023-01-29,395,1,243,"91 to 365 days"
17562,"Data Scientist",2022-09-28,NULL,396,0,NULL,NULL
17562,"Business Analyst",2022-09-20,NULL,397,0,NULL,NULL
17613,"Data Scientist",2022-05-18,NULL,398,0,NULL,NULL
17771,"Data Analyst",2022-01-06,NULL,399,0,NULL,NULL
17774,"Data Analyst",2022-03-20,NULL,400,0,NULL,NULL
17780,"Data Scientist",2022-05-05,NULL,401,0,NULL,NULL
18288,"Data Scientist",2022-10-18,NULL,402,0,NULL,NULL
18288,"Data Analyst",2022-10-18,NULL,403,0,NULL,NULL
18288,"Business Analyst",2022-10-18,NULL,404,0,NULL,NULL
18510,"Data Analyst",2022-08-18,NULL,405,0,NULL,NULL
18606,"Data Analyst",2022-01-07,NULL,406,0,NULL,NULL
18687,"Data Scientist",2022-08-18,NULL,407,0,NULL,NULL
18757,"Data Analyst",2022-08-19,NULL,408,0,NULL,NULL
18918,"Business Analyst",2022-01-12,NULL,409,0,NULL,NULL
